Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","052","Barbados","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","052","Barbados","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","052","Barbados","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","052","Barbados","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","1.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/pc/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","6.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2021","2021","million No","<0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","12.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2021","2021","million No","<0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/pc/d","1910","E","Estimated value",""
"FS","Suite of Food Security Indicators","052","Barbados","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/pc/d","2485","E","Estimated value",""
"FS","Suite of Food Security Indicators","052","Barbados","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","No","0.22","E","Estimated value",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.38","E","Estimated value",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20202022","2020-2022","%","135","E","Estimated value",""
"FS","Suite of Food Security Indicators","112","Belarus","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","19751.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","112","Belarus","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","112","Belarus","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","112","Belarus","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","112","Belarus","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","112","Belarus","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","112","Belarus","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","112","Belarus","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","112","Belarus","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","-0.74","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/pc/d","25","E","Estimated value",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","3.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2021","2021","million No","<0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","5.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2021","2021","million No","<0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/pc/d","1890","E","Estimated value",""
"FS","Suite of Food Security Indicators","112","Belarus","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/pc/d","2452","E","Estimated value",""
"FS","Suite of Food Security Indicators","112","Belarus","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","2.49","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20202022","2020-2022","%","152","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","51739.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","1.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","1.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","1.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","5.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","5.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","5.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","0.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","0.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","0.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","0.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","056","Belgium","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","0.61","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/pc/d","31","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","2.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2021","2021","million No","<0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2021","2021","million No","<0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/pc/d","1949","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/pc/d","2544","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","1.82","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20202022","2020-2022","%","124","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","8762.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","4.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","5.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","5.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","5.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","45.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","45.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","45.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","0.2","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","<0.1","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","084","Belize","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","0.46","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/pc/d","41","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","12.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2021","2021","million No","<0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","6.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2021","2021","million No","<0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/pc/d","1783","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/pc/d","2297","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","No","0.25","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.34","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20202022","2020-2022","%","126","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","3321.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","9.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","1.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","15.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","14.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","15.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","73.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","73.1","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","74.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","0.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","0.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","9.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","2.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","2.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","204","Benin","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","-0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/pc/d","26","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","30.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2021","2021","million No","0.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","2.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2021","2021","million No","<0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/pc/d","1722","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/pc/d","2199","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","No","0.32","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","1.72","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","80271.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","1.01","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","060","Bermuda","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/pc/d","1909","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/pc/d","2491","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","No","0.24","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.02","E","Estimated value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","10907.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","","E","Estimated value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","Index","0.97","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","%","23.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2021","2021","million No","<0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2021","2021","%","6.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2021","2021","million No","<0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/pc/d","1836","E","Estimated value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/pc/d","2375","E","Estimated value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","No","0.21","E","Estimated value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.02","E","Estimated value",""
